14,0,0,数字,"[playlist]
item_no = 1
item0 = 300,1,0,1234567890"
15,0,0,空格,"[playlist]
item_no = 1
item0 = 300,1,0,\fs6464\b2552550000001   1234567890    "
16,0,0,中文,"[playlist]
item_no = 1
item0 = 300,1,0,软件测试"
17,0,0,英文,"[playlist]
item_no = 1
item0 = 300,1,0,qwertyuiopasdfghjklzxcvbnm"
18,0,0,字符,"[playlist]
item_no = 1
item0 = 300,30,1,\fs6464\c255000000000`~！@#￥%……&*（）——、|，。、《》/？+*`~!@#$%^&*()-=_+\|;',./:""<>?[]{}【；‘，。、{}：“”《》？’】                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      "
19,0,0,组合字符,"[playlist]
item_no = 1
item0 = 300,1,0,89-123456 test 速度 限制 “1” +"
20,0,0,多项文本,"[playlist]
item_no = 4
item0 = 300,1,0,89-123456
item1 = 300,1,0,速度 限制
item2 = 300,1,0,啊啊啊啊啊啊
item3 = 300,1,0,test"
21,0,0,单行至多行文本,"[playlist]
item_no = 1
item0 = 300,1,0,13243354"
22,0,0,单行至多行文本,"[playlist]
item_no = 1
item0 = 300,1,0,13243354\nshfkdjshfkd\ngsgfd\hdsjsjs5738497\n!@@##$%%^^&&"
23,0,0,多行文本至单行,"[playlist]
item_no = 1
item0 = 300,1,0,13243354\nshfkdjshfkd\ngsgfd\hdsjsjs5738497\n!@@##$%%^^&&"
24,0,0,多行文本至单行,"[playlist]
item_no = 1
item0 = 300,1,0,13243355"
